Rk,Player,STSnp,Day,G#,Week,Date,Age,Team,,Opp,Result,OffSnp,Off%,DefSnp,Def%,STSnp,ST %,Pos.,-9999
2166,Olamide Zaccheaus,4,Sun,5,5,2022-10-09,25-078,ATL,@,TAM,L 15-21,44,66.7,0,0.0,4,18.2,WR,ZaccOl01
2167,Jauan Jennings,9,Sun,3,3,2022-09-25,25-077,SFO,@,DEN,L 10-11,26,46.4,0,0.0,9,32.1,WR,JennJa00
2168,Scott Miller,8,Sun,6,6,2022-10-16,25-077,TAM,@,PIT,L 18-20,2,2.8,0,0.0,8,28.6,WR,MillSc01
2169,Jared Pinkney,13,Sun,8,9,2022-11-06,25-077,LAR,@,TAM,L 13-16,0,0.0,0,0.0,13,39.4,TE,PinkJa02
2170,Charlie Woerner,26,Sun,16,17,2023-01-01,25-077,SFO,@,LVR,W 37-34 (OT),2,3.0,0,0.0,26,78.8,TE,WoerCh00
2171,Devin Duvernay,9,Sun,11,12,2022-11-27,25-076,BAL,@,JAX,L 27-28,56,77.8,0,0.0,9,33.3,WR,DuveDe00
2172,Brittain Brown,7,Sat,15,16,2022-12-24,25-075,LVR,@,PIT,L 10-13,0,0.0,0,0.0,7,31.8,RB,BrowBr06
2173,Noah Togiai,5,Mon,2,2,2022-09-19,25-075,PHI,,MIN,W 24-7,1,1.4,0,0.0,5,23.8,TE,TogiNo00
2174,Chris Evans,13,Sun,14,15,2022-12-18,25-074,CIN,@,TAM,W 34-23,0,0.0,0,0.0,13,52.0,RB,EvanCh02
2175,A.J. Brown,2,Sun,1,1,2022-09-11,25-073,PHI,@,DET,W 38-35,67,87.0,0,0.0,2,6.5,WR,BrowAJ00
2176,Frank Darby,14,Sun,11,11,2022-11-20,25-073,ATL,,CHI,W 27-24,3,5.5,0,0.0,14,51.9,WR,DarbFr00
2177,Reggie Gilliam,18,Sun,7,8,2022-10-30,25-071,BUF,,GNB,W 27-17,9,15.3,0,0.0,18,81.8,FB,GillRe00
2178,Ty Johnson,14,Sun,11,12,2022-11-27,25-071,NYJ,,CHI,W 31-10,15,23.8,0,0.0,14,56.0,RB,JohnTy02
2179,Olamide Zaccheaus,5,Sun,4,4,2022-10-02,25-071,ATL,,CLE,W 23-20,31,56.4,0,0.0,5,19.2,WR,ZaccOl01
2180,Devin Asiasi,3,Sun,7,7,2022-10-23,25-070,CIN,,ATL,W 35-17,2,2.9,0,0.0,3,12.0,TE,AsiaDe00
2181,Jauan Jennings,4,Sun,2,2,2022-09-18,25-070,SFO,,SEA,W 27-7,35,46.1,0,0.0,4,17.4,WR,JennJa00
2182,Scott Miller,2,Sun,5,5,2022-10-09,25-070,TAM,,ATL,W 21-15,36,45.6,0,0.0,2,9.1,WR,MillSc01
2183,Brittain Brown,11,Sun,14,15,2022-12-18,25-069,LVR,,NWE,W 30-24,0,0.0,0,0.0,11,34.4,RB,BrowBr06
2184,Devin Duvernay,9,Sun,10,11,2022-11-20,25-069,BAL,,CAR,W 13-3,58,84.1,0,0.0,9,39.1,WR,DuveDe00
2185,Luke Farrell,4,Thu,15,16,2022-12-22,25-069,JAX,@,NYJ,W 19-3,13,18.1,0,0.0,4,18.2,TE,FarrLu00
2186,Charlie Woerner,25,Sat,15,16,2022-12-24,25-069,SFO,,WAS,W 37-20,1,1.9,0,0.0,25,92.6,TE,WoerCh00
2187,Noah Togiai,6,Sun,1,1,2022-09-11,25-067,PHI,@,DET,W 38-35,11,14.3,0,0.0,6,19.4,TE,TogiNo00
2188,Trayveon Williams,17,Sat,15,16,2022-12-24,25-067,CIN,@,NWE,W 22-18,1,1.2,0,0.0,17,68.0,RB,WillTr06
2189,Luke Farrell,11,Sun,14,15,2022-12-18,25-065,JAX,,DAL,W 40-34 (OT),3,4.3,0,0.0,11,33.3,TE,FarrLu00
2190,Ty Johnson,5,Sun,10,11,2022-11-20,25-064,NYJ,@,NWE,L 3-10,14,28.0,0,0.0,5,16.7,RB,JohnTy02
2191,Devin Asiasi,8,Sun,6,6,2022-10-16,25-063,CIN,@,NOR,W 30-26,1,1.8,0,0.0,8,27.6,TE,AsiaDe00
2192,John Bates,8,Sun,17,18,2023-01-08,25-063,WAS,,DAL,W 26-6,39,59.1,0,0.0,8,23.5,TE,BateJo00
2193,Jauan Jennings,6,Sun,1,1,2022-09-11,25-063,SFO,@,CHI,L 10-19,41,60.3,0,0.0,6,25.0,WR,JennJa00
2194,Trayveon Williams,16,Sun,14,15,2022-12-18,25-061,CIN,@,TAM,W 34-23,0,0.0,0,0.0,16,64.0,RB,WillTr06
2195,Chris Evans,10,Sun,12,13,2022-12-04,25-060,CIN,,KAN,W 27-24,2,2.8,0,0.0,10,43.5,RB,EvanCh02
2196,Charlie Woerner,24,Thu,14,15,2022-12-15,25-060,SFO,@,SEA,W 21-13,6,9.4,0,0.0,24,85.7,TE,WoerCh00
2197,Brittain Brown,8,Thu,13,14,2022-12-08,25-059,LVR,@,LAR,L 16-17,0,0.0,0,0.0,8,32.0,RB,BrowBr06
2198,Luke Farrell,7,Sun,13,14,2022-12-11,25-058,JAX,@,TEN,W 36-22,11,15.3,0,0.0,7,26.9,TE,FarrLu00
2199,Reggie Gilliam,17,Sun,6,6,2022-10-16,25-057,BUF,@,KAN,W 24-20,21,28.8,0,0.0,17,73.9,FB,GillRe00
2200,Olamide Zaccheaus,1,Sun,2,2,2022-09-18,25-057,ATL,@,LAR,L 27-31,26,42.6,0,0.0,1,4.3,WR,ZaccOl01
2201,John Bates,7,Sun,16,17,2023-01-01,25-056,WAS,,CLE,L 10-24,30,43.5,0,0.0,7,33.3,TE,BateJo00
2202,Devin Duvernay,8,Mon,9,9,2022-11-07,25-056,BAL,@,NOR,W 27-13,50,73.5,0,0.0,8,30.8,WR,DuveDe00
2203,Scott Miller,4,Sun,3,3,2022-09-25,25-056,TAM,,GNB,L 12-14,52,80.0,0,0.0,4,16.0,WR,MillSc01
2204,Charlie Woerner,19,Sun,13,14,2022-12-11,25-056,SFO,,TAM,W 35-7,6,9.5,0,0.0,19,90.5,TE,WoerCh00
2205,Justice Hill,20,Sun,17,18,2023-01-08,25-055,BAL,@,CIN,L 16-27,17,21.8,0,0.0,20,66.7,RB,HillJu00
2206,Tyrie Cleveland,23,Sun,9,10,2022-11-13,25-054,DEN,@,TEN,L 10-17,27,33.8,0,0.0,23,79.3,WR,ClevTy00
2207,Trayveon Williams,18,Sun,13,14,2022-12-11,25-054,CIN,,CLE,W 23-10,2,3.0,0,0.0,18,75.0,RB,WillTr06
2208,Chris Evans,10,Sun,11,12,2022-11-27,25-053,CIN,@,TEN,W 20-16,4,5.7,0,0.0,10,33.3,RB,EvanCh02
2209,Luke Farrell,12,Sun,12,13,2022-12-04,25-051,JAX,@,DET,L 14-40,6,10.7,0,0.0,12,46.2,TE,FarrLu00
2210,Reggie Gilliam,22,Sun,5,5,2022-10-09,25-050,BUF,,PIT,W 38-3,7,12.5,0,0.0,22,88.0,FB,GillRe00
2211,Ty Johnson,11,Sun,9,9,2022-11-06,25-050,NYJ,,BUF,W 20-17,7,11.7,0,0.0,11,47.8,RB,JohnTy02
2212,Olamide Zaccheaus,1,Sun,1,1,2022-09-11,25-050,ATL,,NOR,L 26-27,45,60.0,0,0.0,1,3.1,WR,ZaccOl01
2213,Joshua Kelley,10,Sun,17,18,2023-01-08,25-049,LAC,@,DEN,L 28-31,28,41.2,0,0.0,10,32.3,RB,KellJo01
2214,Scott Miller,1,Sun,2,2,2022-09-18,25-049,TAM,@,NOR,W 20-10,29,43.3,0,0.0,1,3.8,WR,MillSc01
2215,Charlie Woerner,27,Sun,12,13,2022-12-04,25-049,SFO,,MIA,W 33-17,4,4.8,0,0.0,27,90.0,TE,WoerCh00
2216,John Bates,2,Sat,15,16,2022-12-24,25-048,WAS,@,SFO,L 20-37,27,37.0,0,0.0,2,7.4,TE,BateJo00
2217,Justice Hill,14,Sun,16,17,2023-01-01,25-048,BAL,,PIT,L 13-16,17,32.7,0,0.0,14,60.9,RB,HillJu00
2218,Denzel Mims,2,Sun,11,12,2022-11-27,25-048,NYJ,,CHI,W 31-10,18,28.6,0,0.0,2,8.0,WR,MimsDe00
2219,Trayveon Williams,13,Sun,12,13,2022-12-04,25-047,CIN,,KAN,W 27-24,11,15.3,0,0.0,13,56.5,RB,WillTr06
2220,Devin Duvernay,11,Thu,8,8,2022-10-27,25-045,BAL,@,TAM,W 27-22,50,65.8,0,0.0,11,35.5,WR,DuveDe00
2221,Luke Farrell,10,Sun,11,12,2022-11-27,25-044,JAX,,BAL,W 28-27,1,1.6,0,0.0,10,37.0,TE,FarrLu00
2222,Reggie Gilliam,20,Sun,4,4,2022-10-02,25-043,BUF,@,BAL,W 23-20,8,12.5,0,0.0,20,80.0,FB,GillRe00
2223,Ty Johnson,12,Sun,8,8,2022-10-30,25-043,NYJ,,NWE,L 17-22,19,32.2,0,0.0,12,42.9,RB,JohnTy02
2224,Devin Asiasi,1,Sun,3,3,2022-09-25,25-042,CIN,@,NYJ,W 27-12,24,35.3,0,0.0,1,3.8,TE,AsiaDe00
2225,John Bates,3,Sun,14,15,2022-12-18,25-042,WAS,,NYG,L 12-20,36,57.1,0,0.0,3,12.0,TE,BateJo00
2226,Joshua Kelley,6,Sun,16,17,2023-01-01,25-042,LAC,,LAR,W 31-10,23,35.9,0,0.0,6,24.0,RB,KellJo01
2227,Charlie Woerner,14,Sun,11,12,2022-11-27,25-042,SFO,,NOR,W 13-0,17,24.3,0,0.0,14,82.4,TE,WoerCh00
2228,Brittain Brown,11,Sun,10,11,2022-11-20,25-041,LVR,@,DEN,W 22-16 (OT),0,0.0,0,0.0,11,37.9,RB,BrowBr06
2229,Devin Duvernay,8,Sun,7,7,2022-10-23,25-041,BAL,,CLE,W 23-20,42,65.6,0,0.0,8,29.6,WR,DuveDe00
2230,Justice Hill,12,Sat,15,16,2022-12-24,25-040,BAL,,ATL,W 17-9,7,13.5,0,0.0,12,57.1,RB,HillJu00
2231,Trayveon Williams,20,Sun,11,12,2022-11-27,25-040,CIN,@,TEN,W 20-16,14,20.0,0,0.0,20,66.7,RB,WillTr06
2232,Reggie Gilliam,16,Sun,3,3,2022-09-25,25-036,BUF,@,MIA,L 19-21,20,21.7,0,0.0,16,72.7,FB,GillRe00
2233,Ty Johnson,17,Sun,7,7,2022-10-23,25-036,NYJ,@,DEN,W 16-9,10,16.9,0,0.0,17,60.7,RB,JohnTy02
2234,Joshua Kelley,4,Mon,15,16,2022-12-26,25-036,LAC,@,IND,W 20-3,23,33.8,0,0.0,4,22.2,RB,KellJo01
2235,Charlie Woerner,23,Mon,10,11,2022-11-21,25-036,SFO,@,ARI,W 38-10,11,19.0,0,0.0,23,88.5,TE,WoerCh00
2236,Cornell Powell,5,Sun,12,13,2022-12-04,25-035,KAN,@,CIN,L 24-27,0,0.0,0,0.0,5,21.7,WR,PoweCo00
2237,Armani Rogers,33,Sun,17,18,2023-01-08,25-035,WAS,,DAL,W 26-6,11,16.7,0,0.0,33,97.1,TE,RogeAr00
2238,Brittain Brown,9,Sun,9,10,2022-11-13,25-034,LVR,,IND,L 20-25,0,0.0,0,0.0,9,39.1,RB,BrowBr06
2239,Devin Duvernay,10,Sun,6,6,2022-10-16,25-034,BAL,@,NYG,L 20-24,40,67.8,0,0.0,10,38.5,WR,DuveDe00
2240,Noah Fant,2,Sat,15,16,2022-12-24,25-034,SEA,@,KAN,L 10-24,42,55.3,0,0.0,2,8.3,TE,FantNo00
2241,Tyree Jackson,6,Sun,13,14,2022-12-11,25-034,PHI,@,NYG,W 48-22,9,13.2,0,0.0,6,19.4,TE,JackTy01
2242,Tyrie Cleveland,19,Sun,7,7,2022-10-23,25-033,DEN,,NYJ,L 9-16,0,0.0,0,0.0,19,67.9,WR,ClevTy00
2243,Justice Hill,10,Sat,14,15,2022-12-17,25-033,BAL,@,CLE,L 3-13,24,38.1,0,0.0,10,55.6,RB,HillJu00
2244,Trayveon Williams,21,Sun,10,11,2022-11-20,25-033,CIN,@,PIT,W 37-30,8,12.1,0,0.0,21,58.3,RB,WillTr06
2245,Chris Evans,4,Sun,9,9,2022-11-06,25-032,CIN,,CAR,W 42-21,1,1.4,0,0.0,4,13.8,RB,EvanCh02
2246,Luke Farrell,11,Sun,10,10,2022-11-13,25-030,JAX,@,KAN,L 17-27,2,3.1,0,0.0,11,42.3,TE,FarrLu00
2247,Reggie Gilliam,25,Mon,2,2,2022-09-19,25-030,BUF,,TEN,W 41-7,18,26.5,0,0.0,25,92.6,FB,GillRe00
2248,Ty Johnson,14,Sun,6,6,2022-10-16,25-029,NYJ,@,GNB,W 27-10,0,0.0,0,0.0,14,48.3,RB,JohnTy02
2249,John Bates,6,Sun,13,13,2022-12-04,25-028,WAS,@,NYG,T 20-20 (OT),45,52.9,0,0.0,6,17.6,TE,BateJo00
2250,Joshua Kelley,10,Sun,14,15,2022-12-18,25-028,LAC,,TEN,W 17-14,25,35.2,0,0.0,10,37.0,RB,KellJo01
2251,Cornell Powell,8,Sun,11,12,2022-11-27,25-028,KAN,,LAR,W 26-10,2,2.6,0,0.0,8,33.3,WR,PoweCo00
2252,Charlie Woerner,24,Sun,9,10,2022-11-13,25-028,SFO,,LAC,W 22-16,4,5.6,0,0.0,24,85.7,TE,WoerCh00
2253,Tyrie Cleveland,20,Mon,6,6,2022-10-17,25-027,DEN,@,LAC,L 16-19 (OT),0,0.0,0,0.0,20,66.7,WR,ClevTy00
2254,Devin Duvernay,8,Sun,5,5,2022-10-09,25-027,BAL,,CIN,W 19-17,47,72.3,0,0.0,8,34.8,WR,DuveDe00
2255,Justice Hill,13,Sun,13,14,2022-12-11,25-027,BAL,@,PIT,W 16-14,2,3.3,0,0.0,13,61.9,RB,HillJu00
2256,Tyree Jackson,1,Sun,12,13,2022-12-04,25-027,PHI,,TEN,W 35-10,8,11.0,0,0.0,1,3.4,TE,JackTy01
2257,Chris Evans,13,Mon,8,8,2022-10-31,25-026,CIN,@,CLE,L 13-32,2,3.8,0,0.0,13,56.5,RB,EvanCh02
2258,Michael Pittman Jr.,1,Sun,8,8,2022-10-30,25-025,IND,,WAS,L 16-17,55,94.8,0,0.0,1,3.8,WR,PittMi01
2259,Luke Farrell,8,Sun,9,9,2022-11-06,25-023,JAX,,LVR,W 27-20,15,21.7,0,0.0,8,29.6,TE,FarrLu00
2260,Lawrence Cager,11,Sun,1,1,2022-09-11,25-022,NYJ,,BAL,L 9-24,10,11.9,0,0.0,11,40.7,WR,CageLa01
2261,Ty Johnson,14,Sun,5,5,2022-10-09,25-022,NYJ,,MIA,W 40-17,0,0.0,0,0.0,14,48.3,RB,JohnTy02
2262,John Bates,4,Sun,12,12,2022-11-27,25-021,WAS,,ATL,W 19-13,36,58.1,0,0.0,4,16.7,TE,BateJo00
2263,Joshua Kelley,13,Sun,13,14,2022-12-11,25-021,LAC,,MIA,W 23-17,32,40.0,0,0.0,13,44.8,RB,KellJo01
2264,Cornell Powell,15,Sun,10,11,2022-11-20,25-021,KAN,@,LAC,W 30-27,1,1.5,0,0.0,15,51.7,WR,PoweCo00
2265,Devin Duvernay,8,Sun,4,4,2022-10-02,25-020,BAL,,BUF,L 20-23,45,64.3,0,0.0,8,32.0,WR,DuveDe00
2266,Justice Hill,19,Sun,12,13,2022-12-04,25-020,BAL,,DEN,W 10-9,17,23.6,0,0.0,19,73.1,RB,HillJu00
2267,Tyree Jackson,12,Sun,11,12,2022-11-27,25-020,PHI,,GNB,W 40-33,5,6.3,0,0.0,12,38.7,TE,JackTy01
2268,Reggie Gilliam,16,Thu,1,1,2022-09-08,25-019,BUF,@,LAR,W 31-10,19,32.2,0,0.0,16,84.2,FB,GillRe00
2269,Chris Evans,14,Sun,7,7,2022-10-23,25-018,CIN,,ATL,W 35-17,0,0.0,0,0.0,14,56.0,RB,EvanCh02
2270,Tay Martin,16,Sun,16,17,2023-01-01,25-018,SFO,@,LVR,W 37-34 (OT),0,0.0,0,0.0,16,48.5,WR,MartTa00
2271,Tony Jones,5,Sun,13,14,2022-12-11,25-017,SEA,,CAR,L 24-30,5,9.3,0,0.0,5,17.9,RB,JoneTo04
2272,Tyrie Cleveland,13,Thu,5,5,2022-10-06,25-016,DEN,,IND,L 9-12 (OT),10,13.7,0,0.0,13,41.9,WR,ClevTy00
2273,Luke Farrell,13,Sun,8,8,2022-10-30,25-016,JAX,,DEN,L 17-21,9,12.5,0,0.0,13,50.0,TE,FarrLu00
2274,Ty Johnson,11,Sun,4,4,2022-10-02,25-015,NYJ,@,PIT,W 24-20,0,0.0,0,0.0,11,42.3,RB,JohnTy02
2275,John Bates,5,Sun,11,11,2022-11-20,25-014,WAS,@,HOU,W 23-10,35,51.5,0,0.0,5,18.5,TE,BateJo00
2276,Joshua Kelley,17,Sun,12,13,2022-12-04,25-014,LAC,@,LVR,L 20-27,32,42.7,0,0.0,17,56.7,RB,KellJo01
2277,Charlie Woerner,21,Sun,8,8,2022-10-30,25-014,SFO,@,LAR,W 31-14,4,7.5,0,0.0,21,87.5,TE,WoerCh00
2278,Devin Duvernay,7,Sun,3,3,2022-09-25,25-013,BAL,@,NWE,W 37-26,35,58.3,0,0.0,7,25.9,WR,DuveDe00
2279,Justice Hill,16,Sun,11,12,2022-11-27,25-013,BAL,@,JAX,L 27-28,14,19.4,0,0.0,16,59.3,RB,HillJu00
2280,Tyree Jackson,4,Sun,10,11,2022-11-20,25-013,PHI,@,IND,W 17-16,9,13.2,0,0.0,4,16.0,TE,JackTy01
2281,Denzel Mims,1,Sun,7,7,2022-10-23,25-013,NYJ,@,DEN,W 16-9,24,40.7,0,0.0,1,3.6,WR,MimsDe00
2282,Chris Evans,17,Sun,6,6,2022-10-16,25-011,CIN,@,NOR,W 30-26,3,5.3,0,0.0,17,58.6,RB,EvanCh02
2283,Sean McKeon,24,Sun,17,18,2023-01-08,25-011,DAL,@,WAS,L 6-26,5,7.5,0,0.0,24,70.6,TE,McKeSe01
2284,Raleigh Webb,18,Sun,17,18,2023-01-08,25-011,NWE,@,BUF,L 23-35,0,0.0,0,0.0,18,69.2,WR,WebbRa02
2285,Tony Jones,6,Sun,12,13,2022-12-04,25-010,SEA,@,LAR,W 27-23,23,34.3,0,0.0,6,22.2,RB,JoneTo04
2286,Luke Farrell,11,Sun,7,7,2022-10-23,25-009,JAX,,NYG,L 17-23,2,2.8,0,0.0,11,50.0,TE,FarrLu00
2287,Jonathan Ward,2,Sun,5,5,2022-10-09,25-009,ARI,,PHI,L 17-20,0,0.0,0,0.0,2,8.0,RB,WardJo00
2288,John Bates,6,Mon,10,10,2022-11-14,25-008,WAS,@,PHI,W 32-21,41,49.4,0,0.0,6,23.1,TE,BateJo00
2289,Ty Johnson,10,Sun,3,3,2022-09-25,25-008,NYJ,,CIN,L 12-27,1,1.3,0,0.0,10,38.5,RB,JohnTy02
2290,Joshua Kelley,15,Sun,11,12,2022-11-27,25-007,LAC,@,ARI,W 25-24,14,21.2,0,0.0,15,55.6,RB,KellJo01
2291,Charlie Woerner,21,Sun,7,7,2022-10-23,25-007,SFO,,KAN,L 23-44,12,15.2,0,0.0,21,75.0,TE,WoerCh00
2292,Michael Bandy,1,Sun,13,14,2022-12-11,25-006,LAC,,MIA,W 23-17,2,2.5,0,0.0,1,3.4,WR,BandMi00
2293,Devin Duvernay,8,Sun,2,2,2022-09-18,25-006,BAL,,MIA,L 38-42,32,54.2,0,0.0,8,26.7,WR,DuveDe00
2294,Justice Hill,14,Sun,10,11,2022-11-20,25-006,BAL,,CAR,W 13-3,28,40.6,0,0.0,14,60.9,RB,HillJu00
2295,Trayveon Williams,1,Sun,7,7,2022-10-23,25-005,CIN,,ATL,W 35-17,0,0.0,0,0.0,1,4.0,RB,WillTr06
2296,Chris Evans,13,Sun,5,5,2022-10-09,25-004,CIN,@,BAL,L 17-19,0,0.0,0,0.0,13,56.5,RB,EvanCh02
2297,Raleigh Webb,11,Sun,16,17,2023-01-01,25-004,NWE,,MIA,W 23-21,0,0.0,0,0.0,11,40.7,WR,WebbRa02
2298,Luke Farrell,10,Sun,6,6,2022-10-16,25-002,JAX,@,IND,L 27-34,7,11.1,0,0.0,10,40.0,TE,FarrLu00
2299,Feleipe Franks,8,Sat,15,16,2022-12-24,25-002,ATL,@,BAL,L 9-17,1,1.4,0,0.0,8,38.1,QB,FranFe00
2300,Jonathan Ward,16,Sun,4,4,2022-10-02,25-002,ARI,@,CAR,W 26-16,0,0.0,0,0.0,16,69.6,RB,WardJo00
2301,Ty Johnson,11,Sun,2,2,2022-09-18,25-001,NYJ,@,CLE,W 31-30,13,18.6,0,0.0,11,36.7,RB,JohnTy02
2302,Sean McKeon,14,Thu,16,17,2022-12-29,25-001,DAL,@,TEN,W 27-13,11,13.8,0,0.0,14,56.0,TE,McKeSe01
2303,John Bates,3,Sun,9,9,2022-11-06,25-000,WAS,,MIN,L 17-20,25,39.1,0,0.0,3,10.7,TE,BateJo00
2304,Charlie Woerner,18,Sun,6,6,2022-10-16,25-000,SFO,@,ATL,L 14-28,16,26.7,0,0.0,18,81.8,TE,WoerCh00
2305,Michael Bandy,4,Sun,12,13,2022-12-04,24-364,LAC,@,LVR,L 20-27,17,22.7,0,0.0,4,13.3,WR,BandMi00
2306,Devin Duvernay,9,Sun,1,1,2022-09-11,24-364,BAL,@,NYJ,W 24-9,29,51.8,0,0.0,9,33.3,WR,DuveDe00
2307,Tyrie Cleveland,18,Sun,2,2,2022-09-18,24-363,DEN,,HOU,W 16-9,31,43.1,0,0.0,18,69.2,WR,ClevTy00
2308,Jake Funk,15,Sun,17,18,2023-01-08,24-362,IND,,HOU,L 31-32,0,0.0,0,0.0,15,55.6,RB,FunkJa00
2309,Feleipe Franks,12,Sun,14,15,2022-12-18,24-361,ATL,@,NOR,L 18-21,4,5.4,0,0.0,12,54.5,QB,FranFe00
2310,Sean McKeon,17,Sat,15,16,2022-12-24,24-361,DAL,,PHI,W 40-34,9,12.3,0,0.0,17,54.8,TE,McKeSe01
2311,Luke Farrell,7,Sun,5,5,2022-10-09,24-360,JAX,,HOU,L 6-13,8,10.7,0,0.0,7,33.3,TE,FarrLu00
2312,Jonathan Ward,17,Sun,3,3,2022-09-25,24-360,ARI,,LAR,L 12-20,0,0.0,0,0.0,17,68.0,RB,WardJo00
2313,Chris Evans,15,Thu,4,4,2022-09-29,24-359,CIN,,MIA,W 27-15,3,4.7,0,0.0,15,53.6,RB,EvanCh02
2314,Ty Johnson,5,Sun,1,1,2022-09-11,24-359,NYJ,,BAL,L 9-24,0,0.0,0,0.0,5,18.5,RB,JohnTy02
2315,John Bates,3,Sun,8,8,2022-10-30,24-358,WAS,@,IND,W 17-16,20,32.8,0,0.0,3,11.5,TE,BateJo00
2316,Justice Hill,14,Mon,9,9,2022-11-07,24-358,BAL,@,NOR,W 27-13,17,25.0,0,0.0,14,53.8,RB,HillJu00
2317,Charlie Woerner,22,Sun,5,5,2022-10-09,24-358,SFO,@,CAR,W 37-15,24,35.8,0,0.0,22,78.6,TE,WoerCh00
2318,Michael Bandy,5,Sun,11,12,2022-11-27,24-357,LAC,@,ARI,W 25-24,2,3.0,0,0.0,5,18.5,WR,BandMi00
2319,Tyrie Cleveland,11,Mon,1,1,2022-09-12,24-357,DEN,@,SEA,L 16-17,8,12.1,0,0.0,11,57.9,WR,ClevTy00
2320,Chris Evans,10,Sun,3,3,2022-09-25,24-355,CIN,@,NYJ,W 27-12,2,2.9,0,0.0,10,38.5,RB,EvanCh02
2321,Sean McKeon,21,Sun,14,15,2022-12-18,24-355,DAL,@,JAX,L 34-40 (OT),5,6.7,0,0.0,21,63.6,TE,McKeSe01
2322,Raleigh Webb,16,Sun,14,15,2022-12-18,24-355,NWE,@,LVR,L 24-30,0,0.0,0,0.0,16,50.0,WR,WebbRa02
2323,Luke Farrell,9,Sun,4,4,2022-10-02,24-353,JAX,@,PHI,L 21-29,0,0.0,0,0.0,9,37.5,TE,FarrLu00
2324,Ko Kieft,16,Sun,17,18,2023-01-08,24-353,TAM,@,ATL,L 17-30,9,16.4,0,0.0,16,57.1,TE,KiefKo00
2325,Jonathan Ward,9,Sun,2,2,2022-09-18,24-353,ARI,@,LVR,W 29-23 (OT),0,0.0,0,0.0,9,42.9,RB,WardJo00
2326,N'Keal Harry,2,Sun,13,13,2022-12-04,24-352,CHI,,GNB,L 19-28,5,9.6,0,0.0,2,8.3,WR,HarrNK00
2327,Charlie Woerner,22,Mon,4,4,2022-10-03,24-352,SFO,,LAR,W 24-9,19,38.0,0,0.0,22,88.0,TE,WoerCh00
2328,John Bates,7,Sun,7,7,2022-10-23,24-351,WAS,,GNB,W 23-21,23,31.1,0,0.0,7,24.1,TE,BateJo00
2329,Michael Bandy,7,Sun,10,11,2022-11-20,24-350,LAC,,KAN,L 27-30,8,12.3,0,0.0,7,24.1,WR,BandMi00
2330,Raleigh Webb,11,Mon,13,14,2022-12-12,24-349,NWE,@,ARI,W 27-13,0,0.0,0,0.0,11,42.3,WR,WebbRa02
2331,Chris Evans,15,Sun,2,2,2022-09-18,24-348,CIN,@,DAL,L 17-20,1,1.4,0,0.0,15,57.7,RB,EvanCh02
2332,Sean McKeon,14,Sun,13,14,2022-12-11,24-348,DAL,,HOU,W 27-23,11,15.5,0,0.0,14,50.0,TE,McKeSe01
2333,Feleipe Franks,8,Sun,13,13,2022-12-04,24-347,ATL,,PIT,L 16-19,3,5.6,0,0.0,8,32.0,QB,FranFe00
2334,Justice Hill,18,Thu,8,8,2022-10-27,24-347,BAL,@,TAM,W 27-22,16,21.1,0,0.0,18,58.1,RB,HillJu00
2335,Luke Farrell,7,Sun,3,3,2022-09-25,24-346,JAX,@,LAC,W 38-10,2,2.6,0,0.0,7,29.2,TE,FarrLu00
2336,Ko Kieft,19,Sun,16,17,2023-01-01,24-346,TAM,,CAR,W 30-24,23,29.5,0,0.0,19,61.3,TE,KiefKo00
2337,Jonathan Ward,14,Sun,1,1,2022-09-11,24-346,ARI,,KAN,L 21-44,0,0.0,0,0.0,14,51.9,RB,WardJo00
2338,Armani Rogers,17,Mon,10,10,2022-11-14,24-345,WAS,@,PHI,W 32-21,21,25.3,0,0.0,17,65.4,TE,RogeAr00
2339,Jack Stoll,12,Sun,17,18,2023-01-08,24-345,PHI,,NYG,W 22-16,26,35.6,0,0.0,12,42.9,TE,StolJa00
2340,Charlie Woerner,25,Sun,3,3,2022-09-25,24-344,SFO,@,DEN,L 10-11,8,14.3,0,0.0,25,89.3,TE,WoerCh00
2341,Michael Bandy,6,Sun,9,10,2022-11-13,24-343,LAC,@,SFO,L 16-22,49,84.5,0,0.0,6,21.4,WR,BandMi00
2342,Justice Hill,15,Sun,7,7,2022-10-23,24-343,BAL,,CLE,W 23-20,20,31.3,0,0.0,15,55.6,RB,HillJu00
2343,Kaylon Geiger,1,Sun,5,5,2022-10-09,24-342,TAM,,ATL,W 21-15,4,5.1,0,0.0,1,4.5,WR,GeigKa00
2344,Chris Evans,21,Sun,1,1,2022-09-11,24-341,CIN,,PIT,L 20-23 (OT),0,0.0,0,0.0,21,65.6,RB,EvanCh02
2345,Sean McKeon,10,Sun,12,13,2022-12-04,24-341,DAL,,IND,W 54-19,10,14.7,0,0.0,10,32.3,TE,McKeSe01
2346,Feleipe Franks,9,Sun,12,12,2022-11-27,24-340,ATL,@,WAS,L 13-19,0,0.0,0,0.0,9,37.5,QB,FranFe00
2347,Luke Farrell,6,Sun,2,2,2022-09-18,24-339,JAX,,IND,W 24-0,3,4.2,0,0.0,6,30.0,TE,FarrLu00
2348,Ko Kieft,23,Sun,15,16,2022-12-25,24-339,TAM,@,ARI,W 19-16 (OT),14,17.3,0,0.0,23,69.7,TE,KiefKo00
